id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
1,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - PLB0002","Shatabdi AC Seater 2+2","2024-07-28 00:25:00","05h 35m","2024-07-28 06:00:00",3.1,598.00,16
2,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - STD0080","Ordinary Non AC Seater 2+3","2024-07-28 00:35:00","07h 25m","2024-07-28 08:00:00",3.3,450.00,52
3,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - STD0072","Janrath AC Seater 2+2","2024-07-28 00:40:00","05h 05m","2024-07-28 05:45:00",3.3,598.00,21
4,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - LKM0401","Shatabdi AC Seater 2+2","2024-07-28 00:45:00","05h 29m","2024-07-28 06:14:00",0,604.00,31
5,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0150","Janrath AC Seater 2+2","2024-07-28 07:05:00","04h 40m","2024-07-28 11:45:00",3.3,598.00,32
6,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0145","Rajdhani Non AC Seater 2+3","2024-07-28 07:30:00","05h 00m","2024-07-28 12:30:00",3.3,448.00,52
7,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0052","Ordinary Non AC Seater 2+3","2024-07-28 08:00:00","05h 30m","2024-07-28 13:30:00",3.3,448.00,52
8,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0133","Janrath AC Seater 2+2","2024-07-28 08:15:00","05h 30m","2024-07-28 13:45:00",3.4,598.00,36
9,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - PLB0055","Rajdhani Non AC Seater 2+3","2024-07-28 08:30:00","05h 59m","2024-07-28 14:29:00",3.3,454.00,51
10,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0108","Janrath AC Seater 2+2","2024-07-28 09:02:00","04h 43m","2024-07-28 13:45:00",3.3,598.00,36
11,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0053","Ordinary Non AC Seater 2+3","2024-07-28 10:00:00","05h 30m","2024-07-28 15:30:00",3.3,448.00,52
12,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0110","Shatabdi AC Seater 2+2","2024-07-28 10:01:00","05h 00m","2024-07-28 15:01:00",3.9,598.00,36
13,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0112","Janrath AC Seater 2+2","2024-07-28 10:31:00","05h 30m","2024-07-28 16:01:00",4.4,598.00,35
14,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0147","Rajdhani Non AC Seater 2+3","2024-07-28 11:00:00","05h 00m","2024-07-28 16:00:00",3.3,448.00,52
15,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0114","Shatabdi AC Seater 2+2","2024-07-28 11:36:00","05h 30m","2024-07-28 17:06:00",2.7,598.00,37
16,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0152","Janrath AC Seater 2+2","2024-07-28 12:01:00","04h 29m","2024-07-28 16:30:00",3.3,598.00,36
17,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0086","Ordinary Non AC Seater 2+3","2024-07-28 12:30:00","06h 00m","2024-07-28 18:30:00",3.3,448.00,52
18,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - PLB0073","Shatabdi AC Seater 2+2","2024-07-28 12:30:00","06h 31m","2024-07-28 19:01:00",3.3,598.00,37
19,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0151","Janrath AC Seater 2+2","2024-07-28 12:59:00","04h 46m","2024-07-28 17:45:00",3.3,598.00,36
20,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0083","Ordinary Non AC Seater 2+3","2024-07-28 13:11:00","05h 50m","2024-07-28 19:01:00",3.3,448.00,52
21,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0101","Shatabdi AC Seater 2+2","2024-07-28 13:31:00","04h 59m","2024-07-28 18:30:00",3.6,598.00,37
22,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0103","Shatabdi AC Seater 2+2","2024-07-28 14:01:00","04h 59m","2024-07-28 19:00:00",4,598.00,37
23,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - PLB0001","Shatabdi AC Seater 2+2","2024-07-28 14:30:00","05h 30m","2024-07-28 20:00:00",4.1,598.00,37
24,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0089","Ordinary Non AC Seater 2+3","2024-07-28 16:01:00","07h 58m","2024-07-28 23:59:00",3.3,476.00,52
25,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0119","Shatabdi AC Seater 2+2","2024-07-28 16:16:00","05h 00m","2024-07-28 21:16:00",3.2,598.00,37
26,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0130","Janrath AC Seater 2+3","2024-07-28 17:31:00","05h 00m","2024-07-28 22:31:00",2,520.00,48
27,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0111","Janrath AC Seater 2+2","2024-07-28 19:01:00","04h 44m","2024-07-28 23:45:00",3.2,598.00,36
28,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - HDD0063","Ordinary Non AC Seater 2+3","2024-07-28 19:39:00","05h 24m","2024-07-29 01:03:00",3.3,415.00,52
29,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0128","Janrath AC Seater 2+2","2024-07-28 20:01:00","05h 00m","2024-07-29 01:01:00",4.1,598.00,35
30,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - STD0354","Ordinary Non AC Seater 2+3","2024-07-28 21:27:00","06h 15m","2024-07-29 03:42:00",3.3,448.00,52
31,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0139","Janrath AC Seater 2+2","2024-07-28 21:31:00","05h 59m","2024-07-29 03:30:00",3.1,598.00,36
32,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0121","Shatabdi AC Seater 2+2","2024-07-28 22:01:00","05h 00m","2024-07-29 03:01:00",3.2,598.00,37
33,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - STD0163","Ordinary Non AC Seater 2+3","2024-07-28 22:09:00","07h 16m","2024-07-29 05:25:00",3.3,448.00,52
34,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - HDD0005","Janrath AC Seater 2+2","2024-07-28 22:45:00","06h 45m","2024-07-29 05:30:00",3.3,602.00,36
35,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - STD0296","Ordinary Non AC Seater 2+3","2024-07-28 23:13:00","07h 18m","2024-07-29 06:31:00",0,448.00,52
36,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - STD0356","Ordinary Non AC Seater 2+3","2024-07-28 23:18:00","06h 45m","2024-07-29 06:03:00",0,448.00,52
37,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0050","Shatabdi AC Seater 2+2","2024-07-28 23:30:00","05h 30m","2024-07-29 05:00:00",2.5,598.00,37
38,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - STD0144","Ordinary Non AC Seater 2+3","2024-07-28 23:36:00","06h 40m","2024-07-29 06:16:00",3.3,418.00,52
39,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0105","Shatabdi AC Seater 2+2","2024-07-28 23:51:00","04h 54m","2024-07-29 04:45:00",3.3,598.00,36
40,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0126","Shatabdi AC Seater 2+2","2024-07-28 23:58:00","05h 02m","2024-07-29 05:00:00",2.6,598.00,36
41,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - LKM0399","Shatabdi AC Seater 2+2","2024-07-28 23:58:00","05h 16m","2024-07-29 05:14:00",3.3,604.00,37
42,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Vijay Tour and Travels","A/C Seater / Sleeper (2+1)","2024-07-28 17:00:00","06h 20m","2024-07-28 23:20:00",3.1,649.00,34
43,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Vijay Tour and Travels","Bharat Benz A/C Sleeper (2+1)","2024-07-28 19:00:00","06h 10m","2024-07-29 01:10:00",3.5,799.00,34
44,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"R S YADAV SMART BUS PRIVATE LIMITED","VE A/C Sleeper (2+1)","2024-07-28 23:59:00","06h 06m","2024-07-29 06:05:00",4.4,759.00,33
45,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"New Khaira Transport","A/C Seater / Sleeper (2+1)","2024-07-28 23:45:00","05h 15m","2024-07-29 05:00:00",3.3,800.00,11
46,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"New Khaira Transport","A/C Seater / Sleeper (2+2)","2024-07-28 23:50:00","07h 00m","2024-07-29 06:50:00",1.9,800.00,24
47,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"New Khaira TPT","AC Sleeper (2+1)","2024-07-28 23:15:00","05h 45m","2024-07-29 05:00:00",3.9,1000.00,26
48,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Jaiswal Holidays","A/C Sleeper (2+1)","2024-07-28 22:40:00","05h 50m","2024-07-29 04:30:00",2.9,1000.00,7
49,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Jaiswal Holidays","A/C Seater/Sleeper (2+1)","2024-07-28 22:21:00","06h 20m","2024-07-29 04:41:00",2.9,1000.00,6
50,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Jaiswal Tour and Travels","A/C Seater/Sleeper (2+1)","2024-07-28 22:15:00","05h 45m","2024-07-29 04:00:00",2.4,700.00,45
51,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Jaiswal Tour and Travels","A/C Sleeper (2+1)","2024-07-28 22:50:00","05h 45m","2024-07-29 04:35:00",2.4,800.00,30
52,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Arihant Tourist","A/C Seater (2+1)","2024-07-28 06:00:00","04h 30m","2024-07-28 10:30:00",0,749.00,25
53,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Arihant Tourist","A/C Seater (2+1)","2024-07-28 18:00:00","05h 35m","2024-07-28 23:35:00",0,524.00,25
54,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - HDD0017","Ordinary Non AC Seater 2+3","2024-07-28 02:31:00","02h 59m","2024-07-28 05:30:00",3.3,255.00,52
55,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - FTP0023","Rajdhani Non AC Seater 2+3","2024-07-28 02:45:00","03h 45m","2024-07-28 06:30:00",3.3,252.00,51
56,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0082","Ordinary Non AC Seater 2+3","2024-07-28 04:28:00","03h 24m","2024-07-28 07:52:00",3.3,203.00,52
57,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0086","Ordinary Non AC Seater 2+3","2024-07-28 07:13:00","03h 20m","2024-07-28 10:33:00",3.3,203.00,52
58,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0104","Ordinary Non AC Seater 2+3","2024-07-28 07:30:00","03h 20m","2024-07-28 10:50:00",0,203.00,52
59,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0112","Ordinary Non AC Seater 2+3","2024-07-28 07:59:00","03h 21m","2024-07-28 11:20:00",3.3,203.00,52
60,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0008","Janrath AC Seater 2+2","2024-07-28 08:00:00","03h 00m","2024-07-28 11:00:00",3.4,304.00,15
61,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0056","Ordinary Non AC Seater 2+3","2024-07-28 08:20:00","02h 55m","2024-07-28 11:15:00",3.3,203.00,51
62,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0052","Ordinary Non AC Seater 2+3","2024-07-28 08:39:00","03h 01m","2024-07-28 11:40:00",3.3,203.00,52
63,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0053","Ordinary Non AC Seater 2+3","2024-07-28 09:10:00","03h 00m","2024-07-28 12:10:00",3.3,203.00,52
64,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0054","Ordinary Non AC Seater 2+3","2024-07-28 09:40:00","03h 00m","2024-07-28 12:40:00",3.3,203.00,52
65,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0055","Ordinary Non AC Seater 2+3","2024-07-28 09:55:00","03h 00m","2024-07-28 12:55:00",3.3,203.00,52
66,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0090","Ordinary Non AC Seater 2+3","2024-07-28 09:58:00","03h 20m","2024-07-28 13:18:00",0,203.00,52
67,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0094","Ordinary Non AC Seater 2+3","2024-07-28 10:28:00","03h 20m","2024-07-28 13:48:00",0,203.00,52
68,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0026","Ordinary Non AC Seater 2+3","2024-07-28 10:45:00","03h 00m","2024-07-28 13:45:00",3.3,203.00,52
69,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0106","Ordinary Non AC Seater 2+3","2024-07-28 11:05:00","03h 20m","2024-07-28 14:25:00",3.3,203.00,52
70,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0084","Ordinary Non AC Seater 2+3","2024-07-28 12:28:00","03h 20m","2024-07-28 15:48:00",3.3,203.00,52
71,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0098","Ordinary Non AC Seater 2+3","2024-07-28 12:30:00","03h 20m","2024-07-28 15:50:00",0,203.00,52
72,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0007","Janrath AC Seater 2+3","2024-07-28 12:30:00","03h 00m","2024-07-28 15:30:00",4,263.00,48
73,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0175","Janrath AC Seater 2+2","2024-07-28 12:59:00","03h 01m","2024-07-28 16:00:00",3.3,304.00,36
74,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0174","Janrath AC Seater 2+2","2024-07-28 13:59:00","03h 00m","2024-07-28 16:59:00",3.3,304.00,33
75,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - ALI0010","Janrath AC Seater 2+2","2024-07-28 15:00:00","03h 00m","2024-07-28 18:00:00",2.6,304.00,34
76,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0110","Ordinary Non AC Seater 2+3","2024-07-28 15:29:00","03h 48m","2024-07-28 19:17:00",3.3,203.00,52
77,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0102","Ordinary Non AC Seater 2+3","2024-07-28 15:30:00","03h 20m","2024-07-28 18:50:00",3.3,203.00,52
78,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0092","Ordinary Non AC Seater 2+3","2024-07-28 17:59:00","03h 19m","2024-07-28 21:18:00",3.3,203.00,52
79,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0096","Ordinary Non AC Seater 2+3","2024-07-28 18:29:00","03h 20m","2024-07-28 21:49:00",3.3,203.00,52
80,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0108","Ordinary Non AC Seater 2+3","2024-07-28 20:28:00","03h 21m","2024-07-28 23:49:00",0,203.00,52
81,"Aligarh (uttar pradesh) to Delhi",https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,"UPSRTC - BDV0100","Ordinary Non AC Seater 2+3","2024-07-28 20:30:00","03h 20m","2024-07-28 23:50:00",3.3,203.00,52
82,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0134","Janrath AC Seater 2+3","2024-07-28 00:31:00","05h 00m","2024-07-28 05:31:00",2.7,520.00,47
83,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - STD0161","Ordinary Non AC Seater 2+3","2024-07-28 06:00:00","07h 16m","2024-07-28 13:16:00",3.3,448.00,52
84,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0129","Janrath AC Seater 2+2","2024-07-28 06:01:00","05h 00m","2024-07-28 11:01:00",2.2,598.00,36
85,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - STD0304","Ordinary Non AC Seater 2+3","2024-07-28 07:10:00","07h 22m","2024-07-28 14:32:00",3.3,448.00,52
86,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0132","Shatabdi AC Seater 2+2","2024-07-28 07:51:00","05h 10m","2024-07-28 13:01:00",3.9,598.00,37
87,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - STD0361","Ordinary Non AC Seater 2+3","2024-07-28 08:00:00","06h 31m","2024-07-28 14:31:00",3.3,448.00,52
88,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - STD0374","Ordinary Non AC Seater 2+3","2024-07-28 08:30:00","06h 33m","2024-07-28 15:03:00",3.3,448.00,52
89,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0140","Janrath AC Seater 2+2","2024-07-28 08:47:00","05h 43m","2024-07-28 14:30:00",3.3,598.00,36
90,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - STD0071","Janrath AC Seater 2+2","2024-07-28 09:02:00","06h 14m","2024-07-28 15:16:00",3.3,598.00,36
91,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - MDD0050","Ordinary Non AC Seater 2+3","2024-07-28 10:25:00","05h 20m","2024-07-28 15:45:00",3.3,448.00,52
92,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0124","Shatabdi AC Seater 2+2","2024-07-28 10:31:00","05h 00m","2024-07-28 15:31:00",2.9,598.00,37
93,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - PLB0004","Shatabdi AC Seater 2+2","2024-07-28 11:00:00","05h 50m","2024-07-28 16:50:00",3.8,598.00,37
94,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0127","Shatabdi AC Seater 2+2","2024-07-28 11:49:00","05h 00m","2024-07-28 16:49:00",4.1,598.00,37
95,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0106","Shatabdi AC Seater 2+2","2024-07-28 13:01:00","04h 59m","2024-07-28 18:00:00",2.7,598.00,37
96,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - STD0081","Ordinary Non AC Seater 2+3","2024-07-28 13:20:00","07h 27m","2024-07-28 20:47:00",3.3,450.00,52
97,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0146","Rajdhani Non AC Seater 2+3","2024-07-28 13:30:00","05h 00m","2024-07-28 18:30:00",3.3,448.00,52
98,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BDN0037","Ordinary Non AC Seater 2+3","2024-07-28 14:00:00","07h 30m","2024-07-28 21:30:00",3.3,476.00,52
99,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0109","Janrath AC Seater 2+2","2024-07-28 15:02:00","04h 43m","2024-07-28 19:45:00",1.8,598.00,36
100,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - STD0147","Ordinary Non AC Seater 2+3","2024-07-28 16:00:00","07h 15m","2024-07-28 23:15:00",0,448.00,52
101,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0085","Ordinary Non AC Seater 2+3","2024-07-28 16:06:00","08h 19m","2024-07-29 00:25:00",3.3,444.00,52
102,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0109","Janrath AC Seater 2+2","2024-07-28 16:31:00","05h 29m","2024-07-28 22:00:00",3.3,598.00,36
103,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0148","Rajdhani Non AC Seater 2+3","2024-07-28 17:00:00","05h 00m","2024-07-28 22:00:00",3.3,448.00,52
104,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0107","Janrath AC Seater 2+2","2024-07-28 17:02:00","04h 43m","2024-07-28 21:45:00",3.1,598.00,36
105,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0090","Ordinary Non AC Seater 2+3","2024-07-28 17:04:00","09h 46m","2024-07-29 02:50:00",0,444.00,52
106,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0082","Ordinary Non AC Seater 2+3","2024-07-28 18:02:00","05h 13m","2024-07-28 23:15:00",3.3,444.00,52
107,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0137","Shatabdi AC Seater 2+2","2024-07-28 18:05:00","05h 00m","2024-07-28 23:05:00",2.8,598.00,37
108,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0092","Ordinary Non AC Seater 2+3","2024-07-28 18:20:00","05h 42m","2024-07-29 00:02:00",3.3,415.00,52
109,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0006","Janrath AC Seater 2+2","2024-07-28 18:30:00","06h 30m","2024-07-29 01:00:00",3.3,602.00,36
110,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0113","Rajdhani Non AC Seater 2+3","2024-07-28 18:31:00","06h 29m","2024-07-29 01:00:00",3.3,444.00,51
111,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - SBD0030","Pink Express AC Seater 2+2","2024-07-28 19:00:00","06h 00m","2024-07-29 01:00:00",3.3,598.00,41
112,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - PLB0056","Rajdhani Non AC Seater 2+3","2024-07-28 19:01:00","05h 59m","2024-07-29 01:00:00",3.3,454.00,51
113,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0113","Janrath AC Seater 2+2","2024-07-28 19:01:00","05h 30m","2024-07-29 00:31:00",1.6,598.00,36
114,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0095","Ordinary Non AC Seater 2+3","2024-07-28 19:02:00","07h 43m","2024-07-29 02:45:00",0,444.00,52
115,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0145","Ordinary Non AC Seater 2+3","2024-07-28 19:02:00","08h 08m","2024-07-29 03:10:00",0,450.00,52
116,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0069","Ordinary Non AC Seater 2+3","2024-07-28 19:29:00","04h 11m","2024-07-28 23:40:00",3.3,450.00,52
117,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0031","Ordinary Non AC Seater 2+3","2024-07-28 19:45:00","07h 25m","2024-07-29 03:10:00",3.3,450.00,52
118,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0105","Rajdhani Non AC Seater 2+3","2024-07-28 20:00:00","05h 41m","2024-07-29 01:41:00",3.3,450.00,51
