id,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
3109,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri KVR Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 23:13:00","05h 07m","2024-07-29 04:20:00",3.9,460.00,32
3110,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 23:00:00","06h 30m","2024-07-29 05:30:00",3.2,400.00,36
3111,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,"Electric A/C Seater (2+2)","2024-07-28 09:30:00","07h 40m","2024-07-28 17:10:00",3.8,379.00,31
3112,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"GO BUS","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:47:00","06h 03m","2024-07-29 04:50:00",4.4,428.00,32
3113,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 23:05:00","06h 15m","2024-07-29 05:20:00",3.2,890.00,29
3114,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","Bharat Benz A/C Seater /Sleeper (2+1)","2024-07-28 22:55:00","06h 20m","2024-07-29 05:15:00",3.1,500.00,41
3115,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Atluri Travels","NON A/C Hi-Tech (2+2)","2024-07-28 21:20:00","07h 00m","2024-07-29 04:20:00",4.3,510.00,28
3116,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Nani Svkdt Travels","A/C Sleeper (2+1)","2024-07-28 23:20:00","05h 05m","2024-07-29 04:25:00",3.3,674.00,25
3117,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 22:30:00","06h 45m","2024-07-29 05:15:00",3,400.00,24
3118,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Venkata Padmavathi Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:42:00","07h 18m","2024-07-29 06:00:00",4.4,550.00,42
3119,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 22:55:00","05h 50m","2024-07-29 04:45:00",3,400.00,38
3120,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"IntrCity SmartBus","A/C Seater / Sleeper (2+1)","2024-07-28 19:05:00","07h 55m","2024-07-29 03:00:00",4.9,598.00,42
3121,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Nani Svkdt Travels","A/C Sleeper (2+1)","2024-07-28 23:20:00","05h 10m","2024-07-29 04:30:00",3.4,674.00,25
3122,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 19:45:00","08h 10m","2024-07-29 03:55:00",3,400.00,38
3123,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Kaveri Travels","A/C Volvo B11R Multi-Axle Sleeper (2+1)","2024-07-28 22:18:00","05h 47m","2024-07-29 04:05:00",3.7,870.00,26
3124,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"IntrCity SmartBus","AC Sleeper (2+1)","2024-07-28 20:40:00","06h 50m","2024-07-29 03:30:00",5,935.00,28
3125,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"PRK Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:13:00","07h 12m","2024-07-29 05:25:00",3.9,449.00,28
3126,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 23:20:00","06h 05m","2024-07-29 05:25:00",3.1,790.00,28
3127,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:22:00","06h 08m","2024-07-29 04:30:00",3.5,500.00,31
3128,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 22:15:00","06h 10m","2024-07-29 04:25:00",3.2,500.00,43
3129,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Bharathi Tours & Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:20:00","07h 10m","2024-07-29 05:30:00",3.9,450.00,31
3130,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","A/C Sleeper (2+1)","2024-07-28 23:00:00","05h 45m","2024-07-29 04:45:00",3,600.00,32
3131,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"SLGT Travels","A/C Seater/Sleeper (2+1)","2024-07-28 22:30:00","06h 00m","2024-07-29 04:30:00",0,475.00,32
3132,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"YNR Travels","A/C Sleeper (2+1)","2024-07-28 00:20:00","05h 50m","2024-07-28 06:10:00",0,2850.00,32
3133,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Naveen Tours and Travels","A/C Seater/Sleeper (2+1)","2024-07-28 19:10:00","09h 05m","2024-07-29 04:15:00",0,3999.00,44
3134,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Naveen Tours and Travels","A/C Seater / Sleeper (2+1)","2024-07-28 19:10:00","09h 05m","2024-07-29 04:15:00",0,3999.00,45
3135,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Naveen Tours and Travels","A/C Seater/Sleeper (2+1)","2024-07-28 17:30:00","05h 10m","2024-07-28 22:40:00",0,3999.00,44
3136,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:25:00","06h 05m","2024-07-29 04:30:00",3.9,560.00,31
3137,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sudha Sri Tours and Travels","A/C Sleeper (2+1)","2024-07-28 22:55:00","05h 05m","2024-07-29 04:00:00",3.3,800.00,30
3138,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"SVR Tours and Travels","Volvo Multi Axle Sleeper B11R (2+1)","2024-07-28 17:15:00","06h 35m","2024-07-28 23:50:00",3,800.00,34
3139,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Prasanna Travels","A/C Seater / Sleeper (2+1)","2024-07-28 23:40:00","05h 55m","2024-07-29 05:35:00",3,400.00,23
3140,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"IntrCity SmartBus","AC Sleeper (2+1)","2024-07-28 16:40:00","07h 40m","2024-07-29 00:20:00",4.6,935.00,32
3141,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Krishna Travels","A/C Seater / Sleeper (2+1)","2024-07-28 21:30:00","06h 30m","2024-07-29 04:00:00",3.1,750.00,19
3142,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Sai Srinivasa Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:10:00","06h 20m","2024-07-29 04:30:00",3.4,500.00,40
3143,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Eswar Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:25:00","06h 05m","2024-07-29 04:30:00",3.2,549.00,26
3144,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Royal Varma Travels","A/C Sleeper (2+1)","2024-07-28 22:37:00","06h 08m","2024-07-29 04:45:00",3.8,800.00,30
3145,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Go Tour Travels and Holidays","A/C Sleeper (2+1)","2024-07-28 22:48:00","05h 27m","2024-07-29 04:15:00",3.7,890.00,26
3146,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Kaveri Travels","Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1)","2024-07-28 22:21:00","06h 14m","2024-07-29 04:35:00",3.9,850.00,24
3147,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","A/C Sleeper (2+1)","2024-07-28 22:20:00","06h 20m","2024-07-29 04:40:00",3.1,900.00,34
3148,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sai RK Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 23:00:00","05h 35m","2024-07-29 04:35:00",3.5,399.00,28
3149,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Sleeper (2+1)","2024-07-28 19:30:00","06h 30m","2024-07-29 02:00:00",4.1,600.00,32
3150,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"LVP Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:00:00","06h 20m","2024-07-29 04:20:00",3.6,610.00,30
3151,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Chandu Travels","A/C Seater / Sleeper (2+1)","2024-07-28 23:05:00","05h 25m","2024-07-29 04:30:00",3.2,532.00,29
3152,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"BSR Tours And Travels","A/C Sleeper (2+1)","2024-07-28 22:00:00","06h 00m","2024-07-29 04:00:00",4,880.00,21
3153,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sitara Travels","NON A/C Push Back (2+2)","2024-07-28 22:40:00","05h 20m","2024-07-29 04:00:00",4,410.00,28
3154,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"SAMANVI CITICONNECT","A/C Sleeper (2+1)","2024-07-28 22:25:00","05h 55m","2024-07-29 04:20:00",4,899.00,29
3155,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri KVR Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 19:20:00","06h 45m","2024-07-29 02:05:00",4.2,499.00,25
3156,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Sleeper (2+1)","2024-07-28 22:55:00","06h 20m","2024-07-29 05:15:00",2.8,600.00,32
3157,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Rama Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:40:00","05h 35m","2024-07-29 04:15:00",4.3,555.00,36
3158,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Komali Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:25:00","06h 05m","2024-07-29 04:30:00",4.3,504.00,28
3159,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sai Srinivasa Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 21:30:00","06h 35m","2024-07-29 04:05:00",3.9,460.00,32
3160,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Navayuga Travels","NON AC Seater / Sleeper 2+1","2024-07-28 22:30:00","05h 40m","2024-07-29 04:10:00",4.2,499.00,32
3161,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri KVR Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:44:00","04h 51m","2024-07-29 03:35:00",3.5,460.00,29
3162,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 23:00:00","06h 05m","2024-07-29 05:05:00",2.4,690.00,30
3163,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Venkata Padmavathi Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:40:00","06h 05m","2024-07-29 04:45:00",3.3,550.00,32
3164,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:20:00","06h 25m","2024-07-29 04:45:00",3.4,560.00,32
3165,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Siri Tours and Travels","A/C Seater / Sleeper (2+1)","2024-07-28 18:35:00","07h 35m","2024-07-29 02:10:00",3.7,500.00,26
3166,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sai Srinivasa Travels","A/C Sleeper (2+1)","2024-07-28 22:35:00","05h 40m","2024-07-29 04:15:00",3.7,700.00,22
3167,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"IntrCity SmartBus","VE A/C Seater / Sleeper (2+1)","2024-07-28 18:15:00","07h 55m","2024-07-29 02:10:00",3.8,598.00,42
3168,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Tirumala Travels","A/C Sleeper (2+1)","2024-07-28 22:08:00","06h 22m","2024-07-29 04:30:00",4,508.00,29
3169,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Venkteshwara Travels","A/C Sleeper (2+1)","2024-07-28 05:45:00","05h 00m","2024-07-28 10:45:00",2.4,369.00,16
3170,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"V Kaveri Travels","A/C Sleeper (2+1)","2024-07-28 22:30:00","06h 00m","2024-07-29 04:30:00",4.4,800.00,26
3171,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","A/C Seater / Sleeper (2+1)","2024-07-28 17:00:00","08h 00m","2024-07-29 01:00:00",3.5,1000.00,29
3172,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Vinay's Tours and Travels","A/C Sleeper (2+1)","2024-07-28 23:25:00","06h 40m","2024-07-29 06:05:00",3.8,474.00,27
3173,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 23:05:00","05h 50m","2024-07-29 04:55:00",3,890.00,29
3174,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 18:15:00","07h 45m","2024-07-29 02:00:00",3.1,504.00,22
3175,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sree Durga Kaveri Travels","A/C Sleeper (2+1)","2024-07-28 23:10:00","05h 20m","2024-07-29 04:30:00",3.9,780.00,28
3176,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Rama Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:25:00","05h 50m","2024-07-29 04:15:00",3.9,888.00,34
3177,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours and Travels Grand","A/C Sleeper (2+1)","2024-07-28 05:35:00","05h 25m","2024-07-28 11:00:00",2.1,700.00,14
3178,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","Volvo 9600 Multi-Axle A/C Sleeper (2+1)","2024-07-28 13:50:00","07h 25m","2024-07-28 21:15:00",3,900.00,37
3179,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Karan Sai Tours and Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 21:55:00","06h 25m","2024-07-29 04:20:00",3.7,437.00,32
3180,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Siri Tours and Travels","A/C Seater / Sleeper (2+1)","2024-07-28 18:40:00","08h 00m","2024-07-29 02:40:00",3.3,610.00,28
3181,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 23:05:00","05h 55m","2024-07-29 05:00:00",2.8,790.00,25
3182,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Mayuri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:10:00","05h 50m","2024-07-29 04:00:00",3.5,610.00,38
3183,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","A/C Sleeper (2+1)","2024-07-28 23:00:00","06h 00m","2024-07-29 05:00:00",2.7,900.00,36
3184,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Holidays Tours and Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:40:00","05h 30m","2024-07-29 04:10:00",3.8,449.00,31
3185,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"LVP Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:05:00","06h 05m","2024-07-29 04:10:00",3.6,560.00,28
3186,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"BSR Tours And Travels","VE A/C Sleeper (2+1)","2024-07-28 22:00:00","06h 20m","2024-07-29 04:20:00",3.8,880.00,19
3187,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 18:55:00","07h 35m","2024-07-29 02:30:00",3.8,504.00,21
3188,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"J Gagana Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:15:00","05h 30m","2024-07-29 03:45:00",3.3,500.00,32
3189,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"CVR Express","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:20:00","06h 00m","2024-07-29 04:20:00",3.1,399.00,28
3190,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri KVR Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 15:10:00","07h 55m","2024-07-28 23:05:00",3.8,700.00,26
3191,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"BSR Tours And Travels","A/C Seater / Sleeper (2+1)","2024-07-28 18:00:00","08h 30m","2024-07-29 02:30:00",4,610.00,25
3192,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"KVR Tours and Travels","A/C Seater / Sleeper (2+1)","2024-07-28 21:55:00","06h 20m","2024-07-29 04:15:00",3,531.00,36
3193,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sai Sri Krishna Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:35:00","05h 55m","2024-07-29 04:30:00",2.7,585.00,32
3194,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Sai Anjana Tours and Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 21:58:00","05h 47m","2024-07-29 03:45:00",3.7,399.00,31
3195,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"V Kaveri Travels","A/C Sleeper (2+1)","2024-07-28 22:20:00","06h 25m","2024-07-29 04:45:00",3.4,800.00,26
3196,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Nani’s Sai Krishna Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:17:00","05h 13m","2024-07-29 03:30:00",2.7,550.00,34
3197,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sai Dasari Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 23:05:00","05h 22m","2024-07-29 04:27:00",3.3,550.00,28
3198,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"V Kaveri Travels","A/C Seater / Sleeper (2+1)","2024-07-28 16:20:00","06h 55m","2024-07-28 23:15:00",2.7,700.00,34
3199,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 19:45:00","08h 10m","2024-07-29 03:55:00",2,500.00,35
3200,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:27:00","05h 33m","2024-07-29 04:00:00",2.3,450.00,20
3201,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Navayuga Travels","NON AC Seater / Sleeper 2+1","2024-07-28 19:56:00","08h 34m","2024-07-29 04:30:00",3.1,599.00,38
3202,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Kaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:25:00","06h 05m","2024-07-29 04:30:00",3.1,550.00,32
3203,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 22:20:00","05h 10m","2024-07-29 03:30:00",2.5,790.00,32
3204,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 17:50:00","08h 25m","2024-07-29 02:15:00",2.8,500.00,36
3205,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Ramana Tours And Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:25:00","06h 20m","2024-07-29 04:45:00",2.2,600.00,35
3206,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Siri Tours and Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:13:00","05h 47m","2024-07-29 04:00:00",2.6,444.00,30
3207,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sai Dasari Travels","A/C Sleeper (2+1)","2024-07-28 23:05:00","05h 22m","2024-07-29 04:27:00",2.9,700.00,24
3208,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Apple Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:40:00","04h 50m","2024-07-29 03:30:00",2.9,450.00,33
3209,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 19:45:00","07h 45m","2024-07-29 03:30:00",2.3,500.00,39
3210,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Orange Tours And Travels","NON A/C Seater/ Sleeper (2+1)","2024-07-28 14:55:00","08h 25m","2024-07-28 23:20:00",1.7,500.00,31
3211,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 22:20:00","05h 35m","2024-07-29 03:55:00",2.5,1190.00,30
3212,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,LIMOLINER,"A/C Sleeper (2+1)","2024-07-28 18:30:00","07h 40m","2024-07-29 02:10:00",2.8,700.00,27
3213,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 22:20:00","06h 10m","2024-07-29 04:30:00",1.4,1090.00,30
3214,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"V Kaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 14:50:00","06h 10m","2024-07-28 21:00:00",2.9,900.00,30
3215,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:25:00","05h 15m","2024-07-29 03:40:00",1.4,504.00,24
3216,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sai RK Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:45:00","05h 20m","2024-07-29 04:05:00",2,399.00,28
3217,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"KKaveri Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 15:45:00","07h 45m","2024-07-28 23:30:00",2.2,450.00,19
3218,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"SAMANVI CITICONNECT","Non A/C Seater / Sleeper (2+1)","2024-07-28 19:10:00","07h 20m","2024-07-29 02:30:00",2.8,449.00,24
3219,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Jagan Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 14:15:00","07h 45m","2024-07-28 22:00:00",1.4,624.00,33
3220,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"BSR Tours And Travels","A/C Seater / Sleeper (2+1)","2024-07-28 22:00:00","06h 10m","2024-07-29 04:10:00",2.5,610.00,33
3221,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Morning Star Travels","A/C Sleeper (2+1)","2024-07-28 23:00:00","06h 20m","2024-07-29 05:20:00",1.9,890.00,30
3222,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Keerthana Sai Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 22:35:00","05h 25m","2024-07-29 04:00:00",5,750.00,41
3223,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"Sri Keerthana Sai Travels","Non A/C Seater / Sleeper (2+1)","2024-07-28 14:45:00","09h 00m","2024-07-28 23:45:00",5,450.00,33
3224,"Hyderabad to Vijayawada",https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,"SS Prasanna Travels","A/C Seater (2+2)","2024-07-28 23:50:00","05h 45m","2024-07-29 05:35:00",1.5,3999.00,40
